id,title,poster,year,description,genre,rating,users_rating,votes,languages,directors,actors,runtime,rating_float,rating_float_scaled,users_rating_scaled,votes_scaled,runtime_scaled,genre_Action_scaled,genre_Adventure_scaled,genre_Animation_scaled,genre_Biography_scaled,genre_Comedy_scaled,genre_Crime_scaled,genre_Drama_scaled,genre_History_scaled,genre_Horror_scaled,genre_Romance_scaled,genre_Thriller_scaled,languages_Dutch_scaled,languages_English_scaled,languages_Indonesian_scaled,languages_Minangkabau_scaled,trailer_url
28,Arwah Noni Belanda,https://m.media-amazon.com/images/M/MV5BYjY0MWU3MTUtNzI5My00YjRiLWIyM2EtMGMwMGQwMTI3NTlmXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2019,In Batavia in 1834 lived Hellen Van Stolch. Hellen was the only daughter of a Dutch-German landlord who had a large plantation: Jacob Van Stolch. The tragic story that she experienced made ...,Horror,17+,6.2,5,Indonesian,Agus Pestol,"['Sara Wijayanto', 'Milena Tunguz', 'Nayla D. Purnama', 'Willem Bevers', 'Ferdian Ariyadi', 'Maurie Chevalier', nan, nan, nan, nan, nan, nan, nan, nan, nan]",75,17,0.741014979,-0.145190494,-0.122533916,-1.64993917,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,1.732050808,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
29,Bebas,https://m.media-amazon.com/images/M/MV5BZjllNjhhNTQtNTk0NC00NmRlLWE1Y2QtYzVkYTJkM2E2NzUwXkEyXkFqcGc@._V1_QL75_UX280.5_.jpg,2019,"A group of five girls and one boy becomes best friends since high school. One tragic event had to split them apart. 23 years later, one of them lay dying in a hospital. She hopes she could see all five of her old friends for the last time.",Comedy,13+,7.3,358,Indonesian,Riri Riza,"['Maizura', 'Sheryl Sheinafia', 'Agatha Pricilla', 'Baskara Mahendra', 'Zulfa Maharani', 'Lutesha', 'Marsha Timothy', 'Susan Bachtiar', 'Indi Barends', 'Baim Wong', 'Widi Mulia', 'Salvita Decorte', 'Kevin Ardilova', 'Oka Antara', 'Brandon Salim']",119,13,-0.064632138,0.6732064,-0.096446043,1.363237645,-0.313625024,-0.260248119,-0.061199006,-0.175411604,1.990719207,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
30,Bike Boyz,https://m.media-amazon.com/images/M/MV5BNDliN2ZhOGMtM2JmMi00NjlkLWE3MDctMWY0NzI0OGFlNDUyXkEyXkFqcGc@._V1_QL75_UX150_.jpg,2019,"When Agus wanted to help Lilis look for her husband who had not come home for three months and was not patient, Vespa Agus was taken away by someone.",Comedy,13+,7.2,9,Indonesian,Aris Nugraha,"['Aep Bancet', 'Aline Manza', 'Gariz Luiz', 'Damar Rizal', 'Jo Salim', 'Dicky Tanjung', 'Fadly Maulana', 'Delisa Herlina', 'Enco Ruhayat', 'Birgi Putri', 'Daisy Brata', 'Fenny Yulianto', 'Iphey Kabimo', 'Dian Sule', 'Herry Sog']",95,13,-0.064632138,0.598806682,-0.122238303,-0.280313345,-0.313625024,-0.260248119,-0.061199006,-0.175411604,1.990719207,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
31,Bridezilla,https://m.media-amazon.com/images/M/MV5BNTg1NmQxZWMtMGMxZS00MDgwLTkwNDktOTM4MzhhZTI5MjY1XkEyXkFqcGc@._V1_QL75_UX150_.jpg,2019,A wedding organizer has been obsessed since childhood to make the most magnificent wedding. She is ambitious to make the wedding she is working on to be a wedding of the year from Wedding Star magazine.,Comedy,13+,6,33,Indonesian,Andibachtiar Yusuf,"['Jessica Mila', 'Rio Dewanto', 'Sheila Dara Aisha', 'Widyawati', 'Aimee Saras', 'Rafael Landry Tanubrata', 'Adriano Qalbi', 'Lucinta Luna', nan, nan, nan, nan, nan, nan, nan]",94,13,-0.064632138,-0.293989929,-0.120464623,-0.348794636,-0.313625024,-0.260248119,-0.061199006,-0.175411604,1.990719207,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
32,Bumi Itu Bulat,https://m.media-amazon.com/images/M/MV5BYjcwNmI2OTktZWFjNS00ZDg0LThkZjctM2U2ZTdlNDg0OGQ0XkEyXkFqcGc@._V1_QL75_UX127.5_.jpg,2019,"Rahabi has an acapella music group called Rujak Acapella. It consists of friends with different backgrounds. Hitu, who aspires to be a Banser because they once helped his family during a ...",Drama,13+,7.3,9,Indonesian,Ron Widodo,"['Rayn Wijaya', 'Febby Rastanty', 'Rania Putri Sari', 'Kenny Austin', 'Qausar Harta Yudana', 'Aldy Rialdy', 'Mathias Muchus', 'Tissa Biani Azzahra', 'Arie Kriting', 'Ria Irawan', 'Alfie Alfandi', 'Christine Hakim', nan, nan, nan]",103,13,-0.064632138,0.6732064,-0.122238303,0.267536985,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
33,Calon Bini,https://m.media-amazon.com/images/M/MV5BNjg3MzAxMzAtNjljZC00MTdmLWIyYWQtM2YzNWM4YjI0ZWIxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2019,"Ningsih (Michelle Ziudith) is forced to marry Sapto (Dian Sidik) by her father, but she doesn't care about that and fled to Jakarta. In there, she falls in love with the person that she met on the internet.",Comedy,13+,7,43,Indonesian,Asep Kusdinar,"['Michelle Ziudith', 'Rizky Nazar', 'Dian Sidik', 'Ramzi', 'Cut Mini Theo', 'Marwoto', 'Slamet Rahardjo', 'Minati Atmanegara', 'Niniek L. Karim', 'Butet Kertaradjasa', 'Maya Wulan', 'Eko Mulyadi', 'Yuniza Icha', 'Anyun Cadel', 'Adhelheid Bunga W.']",96,13,-0.064632138,0.450007247,-0.11972559,-0.211832054,-0.313625024,-0.260248119,-0.061199006,-0.175411604,1.990719207,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
34,Danur 3: Sunyaruri,https://m.media-amazon.com/images/M/MV5BMjNhM2U4YjEtZjk0Mi00ODlkLTg2ZTItZjE0MDJlYjU2Y2ZlXkEyXkFqcGc@._V1_QL75_UX264_.jpg,2019,"After years of being friendly with her little ghosts, a girl begins to feel that she must have a normal life like other girls. Especially, now she has a boyfriend, but she doesn't tell him about her ability to see ghosts.",Horror,13+,4.7,102,Indonesian,Awi Suryadi,"['Prilly Latuconsina', 'Rizky Nazar', 'Syifa Hadju', 'Sandrinna Michelle', 'Umay Shahab', 'Stefhani Zamora Husen', 'Yassien Omar', 'Daood', 'Jason Lionel', 'Alessandro Rizky Giannini', 'Matt White', 'Chicco Kurniawan', 'Dea Panendra', 'Hayati Azis', nan]",90,13,-0.064632138,-1.261186258,-0.115365294,-0.622719801,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,1.732050808,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
35,Darah Daging,https://m.media-amazon.com/images/M/MV5BN2NlY2I3YjktMjcwNC00YmVkLTg5ZjktMWUxM2RkZmM0Y2JlXkEyXkFqcGc@._V1_QL75_UX213_.jpg,2019,Three siblings carry out a bank robbery to save the lives of their mothers.,Action,17+,7.2,17,Indonesian,Sarjono Sutrisno,"['Ario Bayu', 'Donny Alamsyah', 'Rangga Nattra', 'Arnold Leonard', 'Estelle Linden', 'Karina Suwandhi', 'Tanta Ginting', 'Diandra Sabrina', 'Ray Sahetapy', 'Cantika Putri Kirana', nan, nan, nan, nan, nan]",83,17,0.741014979,0.598806682,-0.121647076,-1.10208884,3.188521078,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
36,Death Whisper,https://m.media-amazon.com/images/M/MV5BM2RjNzk2NGEtNWI2Yi00MjhlLWE0MTctOWExZjBjMjMyMmY1XkEyXkFqcGc@._V1_QL75_UX219_.jpg,2019,"Alex, a new highschool student met Maggie, and become best friends. Suddenly weird things started to happen in their highschool.",Horror,17+,6.4,146,Indonesian,Awi Suryadi,"['Amanda Rawles', 'Angga Yunanda', 'Teuku Ryzki', 'Arya Vasco', 'Naomi Paulinda', 'Unique Priscilla', 'Verdi Solaiman', 'Dayu Wijanto', 'Sonia Alyssa', 'Abarrane Issabeau', 'Nicolea Anstee', 'Djihan Ranti Larasati', nan, nan, nan]",91,17,0.741014979,0.003608942,-0.112113548,-0.55423851,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,1.732050808,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
37,Dilan 1991,https://m.media-amazon.com/images/M/MV5BZWFjMzE2ZTYtODVlZi00Y2ExLWE5ZjUtMDQ2MzA4MmU1Njg1XkEyXkFqcGc@._V1_QL75_UX124.5_.jpg,2019,"Dilan and Milea officially date. But Dilan is threatened to be expelled from school due to involves in gang fights. One day, when he is planning to fight again, Milea asks him to quit the motorcycle gang or their relationship ends.",Drama,13+,6.6,724,Indonesian,Pidi Baiq,"['Iqbaal Dhiafakhri Ramadhan', 'Vanesha Prescilla', 'Ira Wibowo', 'Bucek Depp', 'Adhisty Zara', 'Afrizal', 'Herwan Sumadipura', 'Daisy', 'Happy Salma', 'Farhan', 'Moira', 'Ceu Popon', 'Roy Sungkono', 'Maudy Koesnaedi', 'Jerome Kurnia']",121,13,-0.064632138,0.152408377,-0.069397427,1.500200227,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
38,Doremi & You,https://m.media-amazon.com/images/M/MV5BMzU3NzZhNjgtYjA0Ni00NTIyLTk3ZmItYTRkNGZiMWUyY2M4XkEyXkFqcGc@._V1_QL75_UX217.5_.jpg,2019,"Four friends try to change the money from the extracurricular choir that they accidentally omitted, by participating in the Doremi and You singing competition.",Drama,SU,7.8,39,Indonesian,B.W. Purba Negara,"['Adyla Rafa Naura Ayu', 'Devano Danendra', 'Fatih Unru', 'Nashwa Zahira', 'Toran Waibro', 'Sekar Sari', 'Simhala Avadana', 'Paundrakarna Sukmaputra Jiwanegara', nan, nan, nan, nan, nan, nan, nan]",99,0,-2.682985269,1.045204988,-0.120021203,-0.00638818,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
39,DreadOut,https://m.media-amazon.com/images/M/MV5BOWU2ZTcxMDktMzJmYi00ODg0LWIwNzktNTIwNGIyMDMyOTJjXkEyXkFqcGc@._V1_QL75_UX310.5_.jpg,2019,Six friends want to become popular by recording their adventures to be uploaded to social media accounts. They choose to go to the abandoned apartment and suddenly open a portal to the magical world and infuriate the portal guardian.,Adventure,17+,5.3,390,Indonesian,Kimo Stamboel,"['Caitlin Halderman', 'Jefri Nichol', 'Marsha Aruan', 'Ciccio Manassero', 'Susan Sameh', 'Irsyadillah', 'Miller Khan', 'Mike Lucock', 'Cathy Natafitria Fakandi', 'Hannah Al Rashid', 'Salvita Decorte', 'Rima Melati Adams', nan, nan, nan]",97,17,0.741014979,-0.814787952,-0.094081137,-0.143350763,-0.313625024,3.84248694,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
40,Dua Garis Biru,https://m.media-amazon.com/images/M/MV5BYzE1MzQ1MzQtYzFlNy00ODk3LWE0NTAtMzIxNTgyZmYyN2Q4XkEyXkFqcGc@._V1_QL75_UX253.5_.jpg,2019,"A young couple violated the boundary without knowing the consequences. They try to take responsibility for their choices and their innocence was tested when families who really loved them knew, then forced into their chosen journey.",Drama,13+,8,763,Indonesian,Ginatri S. Noer,"['Adhisty Zara', 'Angga Yunanda', 'Cut Mini Theo', 'Arswendi Nasution', 'Dwi Sasono', 'Lulu Tobing', 'Rachel Amanda', 'Maisha Kanna', 'Shakira Jasmine', 'Ligwina Hananto', 'Cindy Hapsari', 'Ariella Calista Ichwan', 'Irgi Fahrezi', 'Rahma Alia', 'Asri Welas']",113,13,-0.064632138,1.194004423,-0.066515197,0.952349897,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
41,Eggnoid,https://m.media-amazon.com/images/M/MV5BOTY4Yzk2MjAtZDk3YS00ZmY4LTk5MTYtYjNmM2IxNTYwMmVlXkEyXkFqcGc@._V1_QL75_UX273_.jpg,2019,Eggnoid is a human who comes out from Eggnoid eggs. He's been assigned to look after and be a friend when a human feels lonely.,Drama,13+,6.2,27,Indonesian,Naya Anindita,"['Sheila Dara Aisha', 'Morgan Oey', 'Luna Maya', 'Kevin Julio', 'Anggika Bolsterli', 'Reza Nangin', 'Martin Anugerah', 'Fatih Unru', 'Reuben Elishama', 'Marissa Anita', nan, nan, nan, nan, nan]",102,13,-0.064632138,-0.145190494,-0.120908043,0.199055694,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
42,Ghost Writer,https://m.media-amazon.com/images/M/MV5BNWI2ZDE2MzEtYjAxOS00Y2RhLWEyODgtMDkyOWFiYzdiMzNjXkEyXkFqcGc@._V1_QL75_UX547.5_.jpg,2019,"An old diary containing dark secrets found by Naya, a novelist who has out of ideas for 3 years. This book is a good material for her latest novel, but something unexpected starts to happen.",Comedy,13+,6.8,261,Indonesian,Bene Dion Rajagukguk,"['Tatjana Saphira', 'Ge Pamungkas', 'Deva Mahenra', 'Ernest Prakasa', 'Asmara Abigail', 'Endy Arfian', 'Slamet Rahardjo', 'Dayu Wijanto', 'M. Iqbal Sulaiman', 'Arief Didu', 'Arie Kriting', 'Muhadkly Acho', 'Denny Gitong', 'Asri Welas', 'Elkie Kwee']",97,13,-0.064632138,0.301207812,-0.103614665,-0.143350763,-0.313625024,-0.260248119,-0.061199006,-0.175411604,1.990719207,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
43,Habibie & Ainun 3,https://m.media-amazon.com/images/M/MV5BMmNkZDQ4ZjgtMzY2MS00ZjI3LWExMTktMTUzNWE0NmMxODdmXkEyXkFqcGc@._V1_QL75_UX238.5_.jpg,2019,"This movie follows the story of Hasri Ainun Besari Habibie's young life when she was in high school and medical college. She was known as a smart figure who became an idol and admired by many male students, including B.J. Habibie.",Biography,13+,7,133,Indonesian,Hanung Bramantyo,"['Maudy Ayunda', 'Jefri Nichol', 'Reza Rahadian', 'Lukman Sardi', 'Marcella Zalianty', 'Arswendi Nasution', 'Jennifer Coppen', 'Rebecca Klopper', 'Teuku Ryzki', 'Eric Febrian', 'Aghniny Haque', 'Arya Saloka', 'Kevin Ardilova', 'Mike Lucock', 'Amaranggana']",121,13,-0.064632138,0.450007247,-0.113074291,1.500200227,-0.313625024,-0.260248119,-0.061199006,5.700877125,-0.502331015,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
44,Hayya: The Power of Love 2,https://m.media-amazon.com/images/M/MV5BMGJhMzVkNTMtMDM5NS00NGFhLThiNzAtYTUyYTFhNjBlNmNmXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2019,"Haunted by the sins in his past, a journalist decides to become a humanitarian volunteer in the Palestinian border refugee camp. In that area, he meets Hayya, an innocent orphaned girl who is a victim of the conflict in Palestine.",Drama,13+,5,147,Indonesian,Jastis Arimba,"['Ria Ricis', 'Fauzi Baadila', 'Adhin Abdul Hakim', 'Amna Hasanah Shahab', 'Meyda Sefira', 'Hamas Syahid', 'Humaidi Abas', 'Asma Nadia', 'Fajar Lubis', nan, nan, nan, nan, nan, nan]",101,13,-0.064632138,-1.037987105,-0.112039644,0.130574402,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
45,Hit & Run,https://m.media-amazon.com/images/M/MV5BYjIwMmVhYWItZjUyZC00ZGE1LWI0NDYtMjU2N2QxNTVjMjI0XkEyXkFqcGc@._V1_QL75_UX433.5_.jpg,2019,"A celebrity policeman who is followed by cameras everywhere because he has his own reality show. He is assigned to arrest a drug kingpin who has just escaped from prison. Unfortunately, this time he must be paired with a conman.",Action,17+,6.2,157,Indonesian,Ody C. Harahap,"['Joe Taslim', 'Chandra Liow', 'Tatjana Saphira', 'Jefri Nichol', 'Nadya Arina', 'Yayan Ruhian', 'Reza Aditya', 'Qausar Harta Yudana', 'Peter Taslim', 'Simone Julia', 'David Hendrawan', 'Novi Rahmat Hidayat', 'Karina Suwandhi', 'Mathias Muchus', 'Caitlin North Lewis']",114,17,0.741014979,-0.145190494,-0.111300611,1.020831189,3.188521078,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
46,Horas Amang: Tiga Bulan Untuk Selamanya,https://m.media-amazon.com/images/M/MV5BYzIwOWEyNzMtODZiMS00NjM0LWJiMWItNWZlOWZlMWZiMDA2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2019,"The story of a family that is not harmonious: Amang or father and his three unfilial children. Out of love for her children, Amang uses an unusual way to change their lives forever.",Comedy,13+,9.4,16,Indonesian,Irham Acho Bahtiar,"['Cok Simbara', 'Tanta Ginting', 'Novita Dewi', 'Piet Pagau', 'Jack Marpaung', 'Dendi Tambunan', 'Vanessa', 'Elli Sofiana', 'Rizma Simbolon', 'Manda Cello', 'Ibas Aragi', 'Jufriaman Saragih', 'Indra Pacique', 'Farrel Alfaro', 'Keysarah Flajsova']",109,13,-0.064632138,2.235600469,-0.12172098,0.678424732,-0.313625024,-0.260248119,-0.061199006,-0.175411604,1.990719207,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
47,Ikut Aku ke Neraka,https://m.media-amazon.com/images/M/MV5BYTJkOTgxMTEtMTkwZi00N2Y1LTllMTQtNjczNGQ3YjhmOGI3XkEyXkFqcGc@._V1_QL75_UX127.5_.jpg,2019,The happiness of Lita and her husband Rama do not last long because Lita is often terrorized by creepy female creatures. Rama brings Mr. Adam to clean their house from the ghost disturbance...,Horror,17+,5.8,43,Indonesian,Azhar Kinoi Lubis,"['Clara Bernadeth', 'Rendy Kjaernett', 'Cut Mini Theo', 'Sara Wijayanto', 'Rini Mentari', 'T. Rifnu Wikana', 'Nining Yuningsih', 'Nayla D. Purnama', 'Raymond M.C.', 'Dian Sidik', 'Vonny Anggraini', 'Ence Bagus', 'Ninok Wiryono', nan, nan]",90,17,0.741014979,-0.442789364,-0.11972559,-0.622719801,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,1.732050808,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
48,Imperfect,https://m.media-amazon.com/images/M/MV5BOTg5MjRhZTctOGI0OS00NGM4LTg0NmEtNzJlMjJmMDhjYjhiXkEyXkFqcGc@._V1_QL75_UX265.5_.jpg,2019,"Being born fat and has dark skins, it feels like a curse for Rara, especially when she worked at the office that has surrounded by pretty girls. Her boss wants her to lose her weight, but there is a man who loves the way she were.",Comedy,13+,7.8,624,Indonesian,Ernest Prakasa,"['Jessica Mila', 'Reza Rahadian', 'Yasmin Napper', 'Karina Suwandhi', 'Dion Wiyoko', 'Kiki Narendra', 'Shareefa Daanish', 'Dewi Irawan', 'Ernest Prakasa', 'Clara Bernadeth', 'Karina Nadila', 'Devina Aureel', 'Kiky Saputri', 'Zsazsa Utari', 'Aci Resti']",113,13,-0.064632138,1.045204988,-0.076787759,0.952349897,-0.313625024,-0.260248119,-0.061199006,-0.175411604,1.990719207,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
49,Impetigore,https://m.media-amazon.com/images/M/MV5BOTE4ZmE3NTItYTlmMi00YWY5LWJkZjMtMDdkMGZhZDMxNzY1XkEyXkFqcGc@._V1_QL75_UX1230_.jpg,2019,"Maya with her best friend, Dini, tries to survive in a city without a family. She realized that she might inherit a property from her rich family. Maya returns to the village with Dini and unaware of the danger was waiting for her.",Drama,17+,6.9,1877,Indonesian,Joko Anwar,"['Tara Basro', 'Ario Bayu', 'Marissa Anita', 'Christine Hakim', 'Asmara Abigail', 'Kiki Narendra', 'Zidni Hakim', 'Faradina Mufti', 'Abdurrahman Arif', 'Muhammad Abe Baasyin', 'Mursiyanto', 'Ahmad Ramadhan', 'Aura Agna', 'Sindris Ogiska G.', 'Devona Queeny']",106,17,0.741014979,0.37560753,0.015813105,0.472980859,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
50,Iqro: My Universe,https://m.media-amazon.com/images/M/MV5BY2EwOWJjNmYtMDMzMS00NjZlLWJiNzYtMmQ1MjYzOTg5MTZhXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2019,"Aqilla has aspirations to become an astronaut, Her grandfather, an astronomer, is a place where Aqilla learned a lot and asked questions. Aqilla's hobbies in outer space make her compete ...",Drama,SU,6.6,8,Indonesian,Iqbal Alfajri,"['Aisha Nurra Datau', 'Cok Simbara', 'Raihan Khan', 'Maudy Koesnaedi', 'Mike Lucock', 'Adhitya Putri', 'Elliz Christine', 'Ben Kasyafani', 'Mario Irwinsyah', 'Adityawarman', 'Azra Mayraina', 'Aprilya Azzahra', 'Astri Ivo', 'Meriam Bellina', 'Pratiwi Sudarmono']",101,0,-2.682985269,0.152408377,-0.122312206,0.130574402,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
51,Jeritan Malam,https://m.media-amazon.com/images/M/MV5BYjQ3MTk4NzItZmJjZS00MWZhLWE2MGEtMjljOWMxNGI1Njk3XkEyXkFqcGc@._V1_QL75_UX420_.jpg,2019,"Reza and his three friends tried to explore the history of the dorm they lived. But unfortunately, Reza does a ritual that should not have been done.",Horror,17+,6.5,35,Indonesian,Rocky Soraya,"['Herjunot Ali', 'Cinta Laura Kiehl', 'Winky Wiryawan', 'Indra Brasco', 'Siva Aprilia', 'Fuad Idris', 'Roy Marten', ""D'Ratu"", 'Otig Pakis', 'Uno Eko', 'Abah Yongki', 'Lukman Syah', 'Ali Mario', 'Goetheng Iku Ahkin', 'Iwan Gardiawan']",119,17,0.741014979,0.078008659,-0.120316817,1.363237645,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,1.732050808,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
